artist,title,album,recordLabel,sequence,programTitle,episodeTitle,episodeTimestamp
The Fall,Hit The North,,Beggars Banquet,12,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Robyn,Dopamine,,Young,13,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
M.I.A.,Bamboo Banga,,XL,14,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
New Order,Shellshock,,LONDON,15,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
CajmereDajaé,Brighter DaysDajaé,,Dajae,16,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Fontaines D.C.,Favourite,,XL Recordings,17,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
TOKiMONSTAChannel Tres,NakedChannel Tres,,Young Art Records,18,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Change,A Lover's Holiday,(Single),WEA,19,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
E-DancerDJ Minx,DetroitDJ Minx,,KMS Records,20,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Faith No More,We Care A Lot,,Sony Music TV,21,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Courtney Barnett,Stay In Your Lane,,Fiction,22,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
KloydCirce,GIRLCirce,,,23,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Jennifer Walton,Born Again Backwards,,Local Action,24,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
SOPHIE,LEMONADE,LEMONADE,Numbers,25,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
The Black Keys,Tighten Up,CD SINGLE,V2 / COOPERATIVE,26,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Geese,Cobra,,Partisan,27,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
FKA twigs,Predictable Girl,,,28,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Atmosfear,Dancing In Outer Space,The First Days Of Disco  (Various),Sanctuary,29,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
PJ Harvey,The Letter,,ISLAND,30,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
The Cribs,A Point Too Hard To Make,,Sonic Blew Records under exclusive licence to Play It Again Sam,31,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
NewDad,Angel,,Fair Youth / Atlantic,32,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
jasmine.4.tJacob Alon,Find Ur PplJacob Alon,,All Things Go Records,33,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Gotts Street Park,Diego,,Blue Flowers,34,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
The Sophs,I'M YOUR FIEND,,Rough Trade Records,35,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
The Charlatans,Deeper And Deeper,,BMG,36,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Le Tigre,Hot Topic,Le Tigre,Wiiija,37,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-14T07:00:00+00:00
Lindsey Troy,I've Seen The Willow Trees,,,2,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-26T07:00:00+00:00
A Tribe Called Quest,We The People...,,Epic,0,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
GorillazIDLES,The God Of Lying,,Kong,1,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Bikini Kill,New Radio,,Banquet Records,2,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Robyn,Dopamine,,Young,3,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Beastie Boys,She's Crafty,Licenced To Ill,Def Jam Recordings,4,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Sleaford ModsBig SpecialGwendoline Christie,The Good LifeBig SpecialGwendoline Christie,,Rough Trade,5,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Laura Marling,Caroline,,Partisan,6,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
St. Vincent,New York,,Loma Vista/Caroline International,7,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
LL Cool J,Phenomenon,,Def Jam,8,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Tensnake,Coma Cat,Chillout,UMOD (Universal Music On Demand),9,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
The Cure,Close To Me,,Fiction,10,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
The Sundays,Summertime,,Polygram TV,11,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Moby,Run On,,Mute Records,12,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
The Players Association,Turn The Music Up!,Let's Go Disco!  (Various Artists),EMI,13,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
The Dare,Tambourine,,Polydor,14,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
The Rapture,House Of Jealous Lovers,,Vertigo,15,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Ladyhawke,Dusk Till Dawn,CD SINGLE,MODULAR,16,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
LCD Soundsystem,Daft Punk Is Playing At My House,CD SINGLE,DFA,17,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
The Drums,Let's Go Surfing,CD SINGLE,MOSHI MOSHI,18,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Rage Against the Machine,Renegades of Funk,Renegades,Epic,19,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Gossip,Standing In The Way Of Control,,Back Yard Recordings,20,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
X‐Ray Spex,Oh Bondage Up Yours,,Virgin,21,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Soulwax,Gimme A Reason,,Because Music,22,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Jeff Buckley,Grace,,Columbia,23,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Ezra Furman,One Hand Free,,Bella Union,24,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Charli xcxJohn Cale,House,House featuring John Cale,Atlantic Records,25,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
ThundercatRemi Wolf,Children of the Baked PotatoRemi Wolf,,Brainfeeder,26,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Yazmin Lacey,The Feels,,AMF Records,27,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
"Mandy, Indiana",Magazine,Single,Sacred Bones Records,28,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Sudan Archives,Confessions,,Stones Throw,29,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
ROSALÍA,Reliquia,LUX,Columbia,30,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Chic,I Want Your Love (Dimitri from Paris Remix),I Want Your Love,Rhino,31,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Ezra Collective,Ajala,,Partisan,32,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Mobb Deep,Against The World,,Mass Appeal,33,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Massive Attack,Teardrop,,Now,34,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
OklouFKA twigs,viscusFKA twigs,,True Panther Records,35,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Blood Orange,"CHARCOAL BABY (6 Music Session, 12 Nov 2025)",,,36,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Ethel Cain,Dust Bowl,,Daughters Of Cain,37,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Chalk,Can't Feel It,,Alter Music,38,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-13T07:00:00+00:00
Beach House,Lazuli,,Bella Union,0,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
jasmine.4.tJacob Alon,Find Ur PplJacob Alon,,All Things Go Records,1,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Busta Rhymes,Gimme Some More,,Elektra,2,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
KloydCirce,GIRLCirce,,,3,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
beabadoobee,Cologne,,Dirty Hit,4,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
The Cribs,A Point Too Hard To Make,,Sonic Blew Records under exclusive licence to Play It Again Sam,5,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Marshall Jefferson,Move Your Body (The House Music Anthem),Piano House Classics,Ministry of Sound Recordings,6,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Primal Scream,"Come Together (7"" Mix)",Match Of The Day,Sony Music UK,7,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Together,So Much Love To Give,So Much Love To Give,ROULE,8,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Sofia Kourtesis,By Your Side,,TECHNICOLOUR,9,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Funkadelic,Standing On The Verge Of Getting It On,Standing On The Verge Of Getting It On,Westbound Records,10,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Roxy Music,Pyjamarama,,EG,11,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
The Prodigy,Everybody in the Place,The Best Of Dance 92  (Various Artists),Telstar,12,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Kelly Lee Owens,ASCEND,,dh2,13,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Beck,Mixed Bizness,,Geffen,14,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Jungle,Back On 74,,Caiola Records / AWAL,15,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
The Lemonheads,Mrs. Robinson,,Atlantic,16,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Unknown Mortal Orchestra,Can't Keep Checking My Phone,,Jagjaguwar,17,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Luscious Jackson,Ladyfingers,,Parlophone,18,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Methyl Ethel,Ubu,,4AD,19,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Hudson Mohawke,Fuse,Butter,Warp Records,20,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Mura Masa,I'm Really Hot (For Myself),,Pond Recordings,21,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Deftones,Be Quiet And Drive (Far Away),,Maverick,22,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
bar italia,omni shambles,,Matador,23,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
The Flaming Lips,Yoshimi Battles The Pink Robots Pt. 1,,Warner Bros,24,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
The Smiths,"William, It Was Really Nothing",The Sound Of The Smiths,Rhino,25,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Richie Culver,North Sea Calls,,Fixed Abode,26,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Charli xcxJohn Cale,House,House featuring John Cale,Atlantic Records,27,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Danny Brown,Starburst,,Warp,28,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Sunny Day Real Estate,In Circles,Diary (Remastered) [Expanded Edition],Sub Pop Records,29,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
The Rolling Stones,You Can't Always Get What You Want,The Rolling Stones Singles Collection,Abkco,30,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Deftones,Change (In The House Of Flies),White Pony,Maverick,31,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Prince,Father's Song,Purple Rain (Deluxe Expanded Edition),Warner Records,32,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
ABBA,My Mama Said,,Polar Music International AB,33,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Jean‐Michel Jarre,Souvenir de Chine,Planet Jarre (Deluxe-Version),Sony Music Catalog,34,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Westside Cowboy,Don't Throw Rocks,,Adventure Recordings / Island,35,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Young Fathers,Get Up,Dead,Big Dada,36,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Turnstile,I CARE,,Roadrunner Records,37,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Falle Nioke,"Limanya (6 Music Session, 04 November 2025)",,,38,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Olan MonkMaria Somerville,Down 3Maria Somerville,,AD93,39,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
"Mandy, Indiana",Magazine,,Sacred  Bones,40,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Snocaps,Heathcliff,,ANTI-,41,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Mazzy Star,Ride It On,SHE HANGS BRIGHTLY,Rough Trade Records,42,Nick Grimshaw,Gillian Anderson and Lola Petticrew,2025-11-12T07:00:00+00:00
Joy Division,Love Will Tear Us Apart,,Virgin,0,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Courtney Barnett,Stay In Your Lane,,Fiction,1,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Devendra Banhart,Mi Negrita,Mala,Nonesuch,2,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Charlotte Day Wilson,Selfish,,,3,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Marcia Aitken,I'm Still In Love (With You),Reggae Love Songs  (Various Artists),Sanctuary,4,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Mobb Deep,Against The World,,Mass Appeal,5,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
King BrittBahamadia,TranscendBahamadia,Adventures in Lo-Fi,BBE Music,6,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
J Dilla,Workinonit,Donuts,Stones Throw Records,7,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
K‐Klass,Let Me Show You,,Deconstruction,8,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Amyl and the Sniffers,Hertz,,Rough Trade Records,9,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Simian Mobile Disco,I Believe,I Believe,WICHITA,10,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
The The,This is the day,,EPIC,11,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
David Bowie,Suffragette City,,EMI,12,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Turnstile,I CARE,,Roadrunner Records,13,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Arctic Monkeys,I Bet You Look Good On The Dancefloor,,Domino,14,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
The Knife,Heartbeats,,Rabid / V2,15,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Pigbag,Papa's Got A Brand New Pigbag,,Virgin,16,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Madness,Night Boat To Cairo,,Virgin,17,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Perfume Genius,On The Floor,,Matador Records,18,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
SL2,On A Ragga Tip,On A Ragga Tip,XL,19,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Kelly Lee Owens,ASCEND,,dh2,20,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
OklouFKA twigs,viscusFKA twigs,,True Panther Records,21,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Perfume Genius,Clean Heart,,Matador,22,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
The Distillers,Hall of Mirrors,Coral Fang (PA Version),Sire/Warner Records,23,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Sleaford ModsBig SpecialGwendoline Christie,The Good LifeBig SpecialGwendoline Christie,,Rough Trade,24,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
R.E.M.,Orange Crush,,Warner Bros,25,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Ezra Furman,One Hand Free,,Bella Union,26,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Robert Finley,Helping Hand (Later... With Jools Holland),,,27,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Pete Heller,Big Love,,Essential Recordings,28,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Tame Impala,End Of Summer,,Columbia,29,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
james K,On God,,AD93,30,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Lou Reed,I'm So Free,Transformer,RCA VICTOR,31,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Florence + the Machine,Sympathy Magic,,Polydor,32,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Princess Nokia,"Drop Dead Gorgeous (6 Music Session, 10th November 2025)",,,33,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Melody’s Echo Chamber,In The Stars,,Domino,34,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
keiyaA,k.i.s.s.,,,35,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Oliver Sim,Telephone Games,,Young,36,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
Darwin Deez,Constellations,CD SINGLE,LUCKY NUMBER,37,Nick Grimshaw,Perfume Genius and Beth Ditto,2025-11-11T07:00:00+00:00
J. Caesar,Daisy Chain Music,,,3,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-20T07:00:00+00:00
J. Caesar,Daisy Chain Music,,,26,Nick Grimshaw,Shygirl,2025-11-19T07:00:00+00:00
Sneaker Pimps,Spin Spin Sugar,(CD Single),Clean Up Records,10,Nick Grimshaw,"Guests, chat, and really good songs",2025-11-17T07:00:00+00:00
Mount Kimbie,You Look Certain (I'm Not So Sure),,Warp/Hotflush,0,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
GorillazIDLES,The God Of Lying,,Kong,1,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Belle and Sebastian,Legal Man,,Jeepster Recordings,2,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
BabeheavenSamba Jean-Baptiste,Loud ThoughtsSamba Jean-Baptiste,,,3,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
JAY-ZJa RuleAmil,Can I Get A...Ja RuleAmil,Can I Get A...,Def Jam Music Group,4,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Sassy 009Blood Orange,Tell MeBlood Orange,,HEAVEN-SENT,5,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Prince,Little Red Corvette,,Paisley Park/Warner Bros,6,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
KH,Looking At Your Pager,,Three Six Zero Recordings,7,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Peggy Gou,Starry Night,,Gudu Records,8,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Edwyn Collins,A Girl Like You,,Setanta,9,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Feist,Mushaboom,,Polydor,10,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Teenage Fanclub,Star Sign,,Creation Records,11,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Groove Armada,Song 4 Mutya (Out Of Control),(CD Single),Sony BMG,12,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Fcukers,I Like It Like That,,Ninja Tune,13,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Steve Miller Band,Fly Like An Eagle,,Arcade Records,14,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
Pixies,Gigantic,,4 A.D.,15,Nick Grimshaw,Kaya Scodelario,2025-11-10T07:00:00+00:00
